player_name,club,height,weight,birthplace,status,height in cm,weight in kg
Diego Pérez,Uruguay,5' 10'',179,Uruguay,Active,177.8,81.19303423
Matías Pérez García,San Jose Earthquakes,5' 5'',145,Argentina,Active,165.1,65.77089365
Brian Perk,,5' 11'',175,USA,Active,180.34,79.37866475
Troy Perkins,,6' 2'',190,USA,Active,187.96,86.1825503
Damien Perrinelle,,6' 1'',170,France,Active,185.42,77.1107029
Jacob Peterson,Sporting Kansas City,5' 10'',165,USA,Active,177.8,74.84274105
Ignacio Piatti,Montreal Impact,5' 11'',169,Argentina,Active,180.34,76.65711053
Jean-Baptiste Pierazzi,San Jose Earthquakes,6' 1'',165,France,Active,185.42,74.84274105
Thomas Piermayr,,6',175,Austria,Active,#VALUE!,79.37866475
Gonzalo Pineda,Seattle Sounders FC,5' 10'',166,Mexico,Active,177.8,75.29633342
Pablo Pintos,San Jose Earthquakes,6',160,Uruguay,Active,#VALUE!,72.5747792
Joao Plata,Real Salt Lake,5' 2'',135,Ecuador,Active,157.48,61.23496995
Matt Polster,,6',170,,Active,#VALUE!,77.1107029
Martín Ponce,,5' 6'',149,Mexico,Active,167.64,67.58526313
Chris Pontius,D.C. United,6',170,USA,Active,#VALUE!,77.1107029
Kyle Porter,,6',160,Canada,Active,#VALUE!,72.5747792
Cameron Porter,,6' 1'',175,,Active,185.42,79.37866475
Alvas Powell,Portland Timbers,6',165,Jamaica,Active,#VALUE!,74.84274105
Dillon Powers,Colorado Rapids,5' 11'',170,United States,Active,180.34,77.1107029
Alec Purdie,,5' 10'',185,USA,Active,177.8,83.91458845
Rafael Ramos,Orlando City SC,5' 7'',148,Portugal,Active,170.18,67.13167076
Rafinha,,5' 10'',155,Brazil,Active,177.8,70.30681735
Tommy Redding,Orlando City SC,6' 2'',175,USA,Active,187.96,79.37866475
Mike Reidy,,5' 7'',150,USA,Active,170.18,68.0388555
Dylan Remick,Seattle Sounders FC,6',165,USA,Active,#VALUE!,74.84274105
Charles Renken,,5' 7'',140,Zambia,Active,170.18,63.5029318
Nigel Reo-Coker,Montreal Impact,5' 9'',170,England,Active,175.26,77.1107029
Kyle Reynish,Chicago Fire,6' 3'',193,USA,Active,190.5,87.54332741
Carlos Riascos,,,NA,Colombia,Active,#VALUE!,#VALUE!
Jose Ribas,,5' 9'',157,Ecuador,Active,175.26,71.21400209
Pedro Ribeiro,Orlando City SC,6' 4'',208,Brazil,Active,193.04,94.34721296
Brent Richards,,5' 10'',165,USA,Active,177.8,74.84274105
Spencer Richey,,6' 2'',195,,Active,187.96,88.45051215
Ryan Richter,,6',184,USA,Active,#VALUE!,83.46099608
Donovan Ricketts,Orlando City SC,6' 4'',215,Jamaica,Active,193.04,97.52235955
Liam Ridgewell,Portland Timbers,6' 2'',175,England,Active,187.96,79.37866475
James Riley,,5' 10'',150,USA,Active,177.8,68.0388555
Nick Rimando,Real Salt Lake,5' 9'',184,USA,Active,175.26,83.46099608
Chris Ritter,Chicago Fire,6' 2'',190,USA,Active,187.96,86.1825503
Sidney Rivera,,6' 2'',185,,Active,187.96,83.91458845
Martin Rivero,,5' 9'',160,Argentina,Active,175.26,72.5747792
Octavio Rivero,Vancouver Whitecaps FC,6' 2'',180,Uruguay,Active,187.96,81.6466266
Michael Roach,,6',165,USA,Active,#VALUE!,74.84274105
Quillan Roberts,Toronto FC,6',200,Canada,Active,#VALUE!,90.718474
Jalen Robinson,D.C. United,5' 9'',145,USA,Active,175.26,65.77089365
Luis Robles,New York Red Bulls,5' 11'',180,USA,Active,180.34,81.6466266
Nik Robson,,6' 1'',170,New Zealand,Active,185.42,77.1107029
Bryan Róchez,Orlando City SC,5' 11'',161,Honduras,Active,180.34,73.02837157
Carlos Rodríguez,,6',160,Panama,Active,#VALUE!,72.5747792
Memo Rodriguez,Houston Dynamo,5' 8'',142,USA,Active,172.72,64.41011654
Raul Rodriguez,Houston Dynamo,6',165,Spain,Active,#VALUE!,74.84274105
Robbie Rogers,LA Galaxy,5' 10'',165,USA,Active,177.8,74.84274105
James Rogers,,5' 8'',150,Sierra Leone,Active,172.72,68.0388555
Cristian Roldan,,5' 8'',165,USA,Active,172.72,74.84274105
Chris Rolfe,D.C. United,5' 8'',155,USA,Active,172.72,70.30681735
Colin Rolfe,,6',175,USA,Active,#VALUE!,79.37866475
Andrés Romero,Montreal Impact,5' 10'',160,Argentina,Active,177.8,72.5747792
Mauro Rosales,Vancouver Whitecaps FC,5' 8'',165,Argentina,Active,172.72,74.84274105
Andy Rose,Seattle Sounders FC,6' 2'',170,Australia,Active,187.96,77.1107029
Kelyn Rowe,New England Revolution,5' 8'',150,USA,Active,172.72,68.0388555
Brian Rowe,LA Galaxy,6' 1'',185,USA,Active,185.42,83.91458845
Brad Rusin,,6' 4'',213,USA,Active,193.04,96.61517481
Darel Russell,,5' 10'',163,England,Active,177.8,73.93555631
Nic Ryan,,5' 8'',130,USA,Active,172.72,58.9670081
Álvaro Saborío,Real Salt Lake,6',170,Costa Rica,Active,#VALUE!,77.1107029
Mohammed Saeid,Columbus Crew SC,5' 7'',141,Sweden,Active,170.18,63.95652417
Omar Salgado,,6' 4'',210,USA,Active,193.04,95.2543977
Shea Salinas,San Jose Earthquakes,5' 10'',150,USA,Active,177.8,68.0388555
Lloyd Sam,New York Red Bulls,5' 8'',163,England,Active,172.72,73.93555631
Ethen Sampson,Vancouver Whitecaps FC,5' 10'',165,South Africa,Active,177.8,74.84274105
Jossimar Sanchez,,5' 9'',170,USA,Active,175.26,77.1107029
Matías Sánchez,,5' 8'',160,Argentina,Active,172.72,72.5747792
Vicente Sánchez,Colorado Rapids,5' 7'',145,Uruguay,Active,170.18,65.77089365
Devon Sandoval,Real Salt Lake,6' 1'',185,USA,Active,185.42,83.91458845
C.J. Sapong,Philadelphia Union,6' 1'',185,USA,Active,185.42,83.91458845
Kofi Sarkodie,Houston Dynamo,5' 9'',165,USA,Active,175.26,74.84274105
Marcelo Sarvas,LA Galaxy,5' 10'',155,Brazil,Active,177.8,70.30681735
Sebastian Saucedo,Real Salt Lake,5' 7'',145,USA,Active,170.18,65.77089365
Josh Saunders,New York City FC,6' 4'',210,USA,Active,193.04,95.2543977
Aaron Schoenfeld,Columbus Crew SC,6' 4'',190,USA,Active,193.04,86.1825503
Chris Schuler,Real Salt Lake,6' 4'',185,USA,Active,193.04,83.91458845
Billy Schuler,,5' 11'',170,USA,Active,180.34,77.1107029
Zach Scott,Seattle Sounders FC,5' 11'',175,USA,Active,180.34,79.37866475
Gonzalo Segares,,5' 11'',170,Costa Rica,Active,180.34,77.1107029
Chris Seitz,FC Dallas,6' 3'',236,USA,Active,190.5,107.0477993
Ibrahim Sekagya,,6' 1'',176,Uganda,Active,185.42,79.83225712
Saer Sene,,6' 3'',185,France,Active,190.5,83.91458845
Dillon Serna,Colorado Rapids,5' 7'',140,USA,Active,170.18,63.5029318
Conor Shanosky,,6' 4'',185,USA,Active,193.04,83.91458845
Luke Shaw,England,6' 1'',NA,England,Active,185.42,#VALUE!
Brek Shea,Orlando City SC,6' 3'',180,USA,Active,190.5,81.6466266
Khiry Shelton,,6' 3'',185,,Active,190.5,83.91458845
Mark Sherrod,San Jose Earthquakes,6' 3'',185,USA,Active,190.5,83.91458845
Harry Shipp,Chicago Fire,5' 9'',145,USA,Active,175.26,65.77089365
Bobby Shuttleworth,New England Revolution,6' 2'',205,USA,Active,187.96,92.98643585
Luis Silva,D.C. United,5' 11'',163,USA,Active,180.34,73.93555631
Florent Sinama-Pongolle,,5' 9'',152,Réunion,Active,175.26,68.94604024
Seth Sinovic,Sporting Kansas City,5' 10'',170,USA,Active,177.8,77.1107029
Steven Smith,,5' 10'',160,Scotland,Active,177.8,72.5747792
Yannick Smith,,5' 9'',165,,Active,175.26,74.84274105
Donnie Smith,,5' 11'',160,USA,Active,180.34,72.5747792
Blake Smith,Montreal Impact,5' 10'',150,USA,Active,177.8,68.0388555
A.J. Soares,New England Revolution,6',170,USA,Active,#VALUE!,77.1107029
Luis Soffner,,6' 4'',210,USA,Active,193.04,95.2543977
Josue Soto,,5' 8'',160,USA,Active,172.72,72.5747792
Bakary Soumare,Montreal Impact,6' 4'',190,Mali,Active,193.04,86.1825503
Trevor Spangenberg,,6' 2'',190,United States,Active,187.96,86.1825503
Ben Speas,Columbus Crew SC,5' 8'',155,USA,Active,172.72,70.30681735
Kristinn Steindorsson,Columbus Crew SC,5' 8'',154,Iceland,Active,172.72,69.85322498
Michael Stephens,Chicago Fire,5' 9'',155,USA,Active,175.26,70.30681735
Khari Stephenson,San Jose Earthquakes,6' 2'',185,Jamaica,Active,187.96,83.91458845
John Stertzer,Real Salt Lake,6',170,USA,Active,#VALUE!,77.1107029
Martin Steuble,Sporting Kansas City,5' 8'',158,Switzerland,Active,172.72,71.66759446
Eric Stevenson,New York Red Bulls,5' 8'',145,USA,Active,172.72,65.77089365
Jordan Stewart,San Jose Earthquakes,6',180,England,Active,#VALUE!,81.6466266
Matt Stinson,,5' 10'',165,Canada,Active,177.8,74.84274105
Nathan Sturgis,Houston Dynamo,5' 10'',160,USA,Active,177.8,72.5747792
Brad Stuver,,6' 3'',180,USA,Active,190.5,81.6466266
Alec Sundly,,6',157,USA,Active,#VALUE!,71.21400209
Ben Swanson,Columbus Crew SC,5' 6'',130,,Active,167.64,58.9670081
Ben Sweat,Columbus Crew SC,6' 2'',175,USA,Active,187.96,79.37866475
Jermaine Taylor,Houston Dynamo,5' 10'',195,Jamaica,Active,177.8,88.45051215
Tony Taylor,New York City FC,6',170,USA,Active,#VALUE!,77.1107029
Tony Tchani,Columbus Crew SC,6' 4'',185,Cameroon,Active,193.04,83.91458845
Russell Teibert,Vancouver Whitecaps FC,5' 8'',150,Canada,Active,172.72,68.0388555
David Texeira,FC Dallas,6',179,Uruguay,Active,#VALUE!,81.19303423
Michael Thomas,,5' 10'',170,USA,Active,177.8,77.1107029
Hendry Thomas,,5' 11'',175,Honduras,Active,180.34,79.37866475
Simon Thomas,,6' 3'',190,Canada,Active,190.5,86.1825503
Wells Thompson,,5' 10'',156,USA,Active,177.8,70.76040972
Tommy Thompson,San Jose Earthquakes,5' 7'',145,USA,Active,170.18,65.77089365
Chris Tierney,New England Revolution,6',170,USA,Active,#VALUE!,77.1107029
Maxim Tissot,Montreal Impact,5' 11'',162,Canada,Active,180.34,73.48196394
Donny Toia,Montreal Impact,5' 8'',160,USA,Active,172.72,72.5747792
Jonathan Top,,5' 8'',160,USA,Active,172.72,72.5747792
Paolo Tornaghi,Vancouver Whitecaps FC,6' 2'',165,Italy,Active,187.96,74.84274105
Erick Torres,Houston Dynamo,5' 11'',168,Mexico,Active,180.34,76.20351816
Gabriel Torres,Colorado Rapids,5' 11'',165,Panama,Active,180.34,74.84274105
Djimi Traoré,,6' 3'',191,France,Active,190.5,86.63614267
Wil Trapp,Columbus Crew SC,5' 8'',150,USA,Active,172.72,68.0388555
Schillo Tshuma,Portland Timbers,5' 10'',162,Zimbabwe,Active,177.8,73.48196394
Dylan Tucker-Gangnes,,6' 3'',190,USA,Active,190.5,86.1825503
Tyler Turner,Orlando City SC,5' 11'',155,USA,Active,180.34,70.30681735
Kris Tyrpak,San Jose Earthquakes,5' 11'',145,USA,Active,180.34,65.77089365
Victor Ulloa,FC Dallas,5' 11'',165,USA,Active,180.34,74.84274105
Maximiliano Urruti,Portland Timbers,6',165,Argentina,Active,#VALUE!,74.84274105
Carlos Valdés,Philadelphia Union,6',176,Colombia,Active,#VALUE!,79.83225712
Diego Valeri,Portland Timbers,5' 10'',165,Argentina,Active,177.8,74.84274105
Grant Van De Casteele,,6' 2'',165,USA,Active,187.96,74.84274105
Olman Vargas,,6' 2'',174,Costa Rica,Active,187.96,78.92507238
Sebastian Velasquez,New York City FC,5' 7'',155,Colombia,Active,170.18,70.30681735
Agustín Viana,,5' 11'',165,USA,Active,180.34,74.84274105
Michael Videira,,5' 10'',183,USA,Active,177.8,83.00740371
David Villa,New York City FC,5' 9'',148,Spain,Active,175.26,67.13167076
Jorge Villafaña,Portland Timbers,5' 9'',150,USA,Active,175.26,68.0388555
Ricardo Villar,,5' 9'',163,Brazil,Active,175.26,73.93555631
Jeremy Vuolo,,6' 3'',196,USA,Active,190.5,88.90410452
Tyson Wahl,Columbus Crew SC,6' 2'',185,USA,Active,187.96,83.91458845
Nicholas Walker,,6' 3'',190,Trinidad and Tobago,Active,190.5,86.1825503
Matt Walker,,5' 6'',150,USA,Active,167.64,68.0388555
Rodney Wallace,Portland Timbers,6',155,Costa Rica,Active,#VALUE!,70.30681735
Grant Ward,,5',160,England,Active,#VALUE!,72.5747792
Collen Warner,Toronto FC,5' 10'',178,USA,Active,177.8,80.73944186
Kendall Waston,Vancouver Whitecaps FC,6' 5'',195,Costa Rica,Active,195.58,88.45051215
Je-Vaughn Watson,FC Dallas,6' 1'',175,Jamaica,Active,185.42,79.37866475
Matt Watson,Chicago Fire,6',180,England,Active,#VALUE!,81.6466266
Kwame Watson-Siriboe,New York City FC,6' 3'',196,USA,Active,190.5,88.90410452
Jared Watts,Colorado Rapids,6' 1'',155,USA,Active,185.42,70.30681735
Cam Weaver,,6' 4'',195,USA,Active,193.04,88.45051215
Andrew Weber,Portland Timbers,6' 2'',190,USA,Active,187.96,86.1825503
Andrew Wenger,Philadelphia Union,6',185,USA,Active,#VALUE!,83.91458845
Aaron Wheeler,Philadelphia Union,6' 4'',197,USA,Active,193.04,89.35769689
Ethan White,Philadelphia Union,6',183,USA,Active,#VALUE!,83.00740371
Andrew Wiedeman,,5' 11'',166,USA,Active,180.34,75.29633342
Matt Wiet,,5' 11'',170,USA,Active,180.34,77.1107029
Sheanon Williams,Philadelphia Union,5' 11'',170,USA,Active,180.34,77.1107029
Josh Williams,New York City FC,6' 2'',192,USA,Active,187.96,87.08973504
Dicoy Williams,,6' 2'',187,Jamaica,Active,187.96,84.82177319
Joe Willis,Houston Dynamo,6' 5'',189,USA,Active,195.58,85.72895793
Chris Wingert,New York City FC,5' 11'',165,USA,Active,180.34,74.84274105
Daniel Withrow,Portland Timbers,6' 1'',180,USA,Active,185.42,81.6466266
Krystian Witkowski,,5' 11'',165,USA,Active,180.34,74.84274105
Chris Wondolowski,San Jose Earthquakes,6',165,USA,Active,#VALUE!,74.84274105
Daniel Woolard,,5' 10'',155,USA,Active,177.8,70.30681735
Bradley Wright-Phillips,New York Red Bulls,5' 8'',155,England,Active,172.72,70.30681735
Marvell Wynne,San Jose Earthquakes,5' 9'',180,USA,Active,175.26,81.6466266
DeAndre Yedlin,Seattle Sounders FC,5' 8'',150,USA,Active,172.72,68.0388555
Luis Zapata,,5' 10'',170,Colombia,Active,177.8,77.1107029
Gyasi Zardes,LA Galaxy,6' 2'',175,USA,Active,187.96,79.37866475
Eriq Zavaleta,,6' 1'',185,USA,Active,185.42,83.91458845
Ben Zemanski,Portland Timbers,5' 11'',150,USA,Active,180.34,68.0388555
Alejandro Zendejas,FC Dallas,5' 7'',145,USA,Active,170.18,65.77089365
Walker Zimmerman,FC Dallas,6' 3'',185,USA,Active,190.5,83.91458845
Sal Zizzo,New York Red Bulls,5' 10'',165,USA,Active,177.8,74.84274105
Graham Zusi,Sporting Kansas City,5' 10'',160,USA,Active,177.8,72.5747792
David Accam,Chicago Fire,5' 9'',154,Ghana,Active,175.26,69.85322498
Kellyn Acosta,FC Dallas,5' 10'',150,USA,Active,177.8,68.0388555
Adaílton,Chicago Fire,6' 3'',180,Brazil,Active,190.5,81.6466266
Sam Adekugbe,Vancouver Whitecaps FC,5' 9'',165,England,Active,175.26,74.84274105
Fanendo Adi,Portland Timbers,6' 4'',185,Nigeria,Active,193.04,83.91458845
Tesho Akindele,FC Dallas,6' 1'',170,Canada,Active,185.42,77.1107029
Fatai Alashe,,6',170,USA,Active,#VALUE!,77.1107029
Eric Alexander,New York Red Bulls,6' 1'',165,USA,Active,185.42,74.84274105
Jordan Allen,Real Salt Lake,5' 11'',160,USA,Active,180.34,72.5747792
Osvaldo Alonso,Seattle Sounders FC,5' 11'',165,Cuba,Active,180.34,74.84274105
Kevin Alston,New England Revolution,5' 8'',160,USA,Active,172.72,72.5747792
Quincy Amarikwa,Chicago Fire,5' 9'',180,USA,Active,175.26,81.6466266
Jalil Anibaba,Sporting Kansas City,6',185,USA,Active,#VALUE!,83.91458845
Bernardo Añor,Sporting Kansas City,5' 8'',158,Venezuela,Active,172.72,71.66759446
Manny Aparicio,Toronto FC,5' 6'',149,Argentina,Active,167.64,67.58526313
Armando,New York Red Bulls,6' 1'',175,Spain,Active,185.42,79.37866475
Davy Arnaud,D.C. United,5' 11'',160,USA,Active,180.34,72.5747792
Jairo Arrieta,Orlando City SC,5' 9'',150,Costa Rica,Active,175.26,68.0388555
Corey Ashe,Houston Dynamo,5' 5'',154,USA,Active,165.1,69.85322498
Dairon Asprilla,Portland Timbers,5' 11'',165,Colombia,Active,180.34,74.84274105
Jeff Attinella,Real Salt Lake,6' 2'',190,USA,Active,187.96,86.1825503
Micheal Azira,Seattle Sounders FC,5' 10'',160,Uganda,Active,177.8,72.5747792
Mehdi Ballouchy,New York City FC,5' 11'',169,Morocco,Active,180.34,76.65711053
Brandon Barklage,San Jose Earthquakes,5' 11'',165,USA,Active,180.34,74.84274105
Darrius Barnes,New England Revolution,6' 1'',175,USA,Active,185.42,79.37866475
Giles Barnes,Houston Dynamo,5' 11'',181,England,Active,180.34,82.10021897
Leandro Barrera,San Jose Earthquakes,5' 8'',171,Argentina,Active,172.72,77.56429527
Chad Barrett,Seattle Sounders FC,5' 11'',185,USA,Active,180.34,83.91458845
Chad Barson,Columbus Crew SC,5' 10'',170,USA,Active,177.8,77.1107029
DaMarcus Beasley,Houston Dynamo,5' 8'',145,USA,Active,172.72,65.77089365
Kyle Beckerman,Real Salt Lake,5' 11'',165,USA,Active,180.34,74.84274105
Adam Bedell,Columbus Crew SC,6' 6'',204,USA,Active,198.12,92.53284348
Steven Beitashour,Vancouver Whitecaps FC,5' 10'',170,USA,Active,177.8,77.1107029
Kyle Bekker,Toronto FC,5' 9'',165,Canada,Active,175.26,74.84274105
Louis Béland-Goyette,Montreal Impact,5' 8'',140,Canada,Active,172.72,63.5029318
Tony Beltran,Real Salt Lake,5' 8'',150,USA,Active,172.72,68.0388555
Joe Bendik,Toronto FC,6' 2'',217,USA,Active,187.96,98.42954429
Víctor Bernárdez,San Jose Earthquakes,6' 2'',190,Honduras,Active,187.96,86.1825503
John Berner,Colorado Rapids,6' 3'',205,USA,Active,190.5,92.98643585
Patrice Bernier,Montreal Impact,5' 9'',170,Canada,Active,175.26,77.1107029
Austin Berry,Philadelphia Union,6' 2'',188,USA,Active,187.96,85.27536556
Matt Besler,Sporting Kansas City,6',170,USA,Active,#VALUE!,77.1107029
Nick Besler,,6' 1'',165,USA,Active,185.42,74.84274105
Claudio Bieler,Sporting Kansas City,5' 11'',171,Argentina,Active,180.34,77.56429527
Steve Birnbaum,D.C. United,6' 2'',180,USA,Active,187.96,81.6466266
Andre Blake,Philadelphia Union,6' 4'',175,Jamaica,Active,193.04,79.37866475
Mark Bloom,Toronto FC,5' 11'',162,USA,Active,180.34,73.48196394
Nat Borchers,Portland Timbers,6' 2'',175,USA,Active,187.96,79.37866475
Bobby Boswell,D.C. United,6' 2'',185,USA,Active,187.96,83.91458845
Rubén Bover,New York Red Bulls,5' 7'',144,Spain,Active,170.18,65.31730128
David Accam,Chicago Fire,5' 9'',154,Ghana,Active,175.26,69.85322498
Kellyn Acosta,FC Dallas,5' 10'',150,USA,Active,177.8,68.0388555
Adaílton,Chicago Fire,6' 3'',180,Brazil,Active,190.5,81.6466266
Sam Adekugbe,Vancouver Whitecaps FC,5' 9'',165,England,Active,175.26,74.84274105
Fanendo Adi,Portland Timbers,6' 4'',185,Nigeria,Active,193.04,83.91458845
Tesho Akindele,FC Dallas,6' 1'',170,Canada,Active,185.42,77.1107029
Fatai Alashe,,6',170,USA,Active,#VALUE!,77.1107029
Eric Alexander,New York Red Bulls,6' 1'',165,USA,Active,185.42,74.84274105
Jordan Allen,Real Salt Lake,5' 11'',160,USA,Active,180.34,72.5747792
Osvaldo Alonso,Seattle Sounders FC,5' 11'',165,Cuba,Active,180.34,74.84274105
Kevin Alston,New England Revolution,5' 8'',160,USA,Active,172.72,72.5747792
Quincy Amarikwa,Chicago Fire,5' 9'',180,USA,Active,175.26,81.6466266
Jalil Anibaba,Sporting Kansas City,6',185,USA,Active,#VALUE!,83.91458845
Bernardo Añor,Sporting Kansas City,5' 8'',158,Venezuela,Active,172.72,71.66759446
Manny Aparicio,Toronto FC,5' 6'',149,Argentina,Active,167.64,67.58526313
Armando,New York Red Bulls,6' 1'',175,Spain,Active,185.42,79.37866475
Davy Arnaud,D.C. United,5' 11'',160,USA,Active,180.34,72.5747792
Jairo Arrieta,Orlando City SC,5' 9'',150,Costa Rica,Active,175.26,68.0388555
Corey Ashe,Houston Dynamo,5' 5'',154,USA,Active,165.1,69.85322498
Dairon Asprilla,Portland Timbers,5' 11'',165,Colombia,Active,180.34,74.84274105
Jeff Attinella,Real Salt Lake,6' 2'',190,USA,Active,187.96,86.1825503
Micheal Azira,Seattle Sounders FC,5' 10'',160,Uganda,Active,177.8,72.5747792
Mehdi Ballouchy,New York City FC,5' 11'',169,Morocco,Active,180.34,76.65711053
Brandon Barklage,San Jose Earthquakes,5' 11'',165,USA,Active,180.34,74.84274105
Darrius Barnes,New England Revolution,6' 1'',175,USA,Active,185.42,79.37866475
Giles Barnes,Houston Dynamo,5' 11'',181,England,Active,180.34,82.10021897
Leandro Barrera,San Jose Earthquakes,5' 8'',171,Argentina,Active,172.72,77.56429527
Chad Barrett,Seattle Sounders FC,5' 11'',185,USA,Active,180.34,83.91458845
Chad Barson,Columbus Crew SC,5' 10'',170,USA,Active,177.8,77.1107029
DaMarcus Beasley,Houston Dynamo,5' 8'',145,USA,Active,172.72,65.77089365
Kyle Beckerman,Real Salt Lake,5' 11'',165,USA,Active,180.34,74.84274105
Adam Bedell,Columbus Crew SC,6' 6'',204,USA,Active,198.12,92.53284348
Steven Beitashour,Vancouver Whitecaps FC,5' 10'',170,USA,Active,177.8,77.1107029
Kyle Bekker,Toronto FC,5' 9'',165,Canada,Active,175.26,74.84274105
Louis Béland-Goyette,Montreal Impact,5' 8'',140,Canada,Active,172.72,63.5029318
Tony Beltran,Real Salt Lake,5' 8'',150,USA,Active,172.72,68.0388555
Joe Bendik,Toronto FC,6' 2'',217,USA,Active,187.96,98.42954429
Víctor Bernárdez,San Jose Earthquakes,6' 2'',190,Honduras,Active,187.96,86.1825503
John Berner,Colorado Rapids,6' 3'',205,USA,Active,190.5,92.98643585
Patrice Bernier,Montreal Impact,5' 9'',170,Canada,Active,175.26,77.1107029
Austin Berry,Philadelphia Union,6' 2'',188,USA,Active,187.96,85.27536556
Matt Besler,Sporting Kansas City,6',170,USA,Active,#VALUE!,77.1107029
Nick Besler,,6' 1'',165,USA,Active,185.42,74.84274105
Claudio Bieler,Sporting Kansas City,5' 11'',171,Argentina,Active,180.34,77.56429527
Steve Birnbaum,D.C. United,6' 2'',180,USA,Active,187.96,81.6466266
Andre Blake,Philadelphia Union,6' 4'',175,Jamaica,Active,193.04,79.37866475
Mark Bloom,Toronto FC,5' 11'',162,USA,Active,180.34,73.48196394
Nat Borchers,Portland Timbers,6' 2'',175,USA,Active,187.96,79.37866475
Bobby Boswell,D.C. United,6' 2'',185,USA,Active,187.96,83.91458845
Rubén Bover,New York Red Bulls,5' 7'',144,Spain,Active,170.18,65.31730128
David Accam,Chicago Fire,5' 9'',154,Ghana,Active,175.26,69.85322498
Kellyn Acosta,FC Dallas,5' 10'',150,USA,Active,177.8,68.0388555
Adaílton,Chicago Fire,6' 3'',180,Brazil,Active,190.5,81.6466266
Sam Adekugbe,Vancouver Whitecaps FC,5' 9'',165,England,Active,175.26,74.84274105
Fanendo Adi,Portland Timbers,6' 4'',185,Nigeria,Active,193.04,83.91458845
Tesho Akindele,FC Dallas,6' 1'',170,Canada,Active,185.42,77.1107029
Fatai Alashe,,6',170,USA,Active,#VALUE!,77.1107029
Eric Alexander,New York Red Bulls,6' 1'',165,USA,Active,185.42,74.84274105
Jordan Allen,Real Salt Lake,5' 11'',160,USA,Active,180.34,72.5747792
Osvaldo Alonso,Seattle Sounders FC,5' 11'',165,Cuba,Active,180.34,74.84274105
Kevin Alston,New England Revolution,5' 8'',160,USA,Active,172.72,72.5747792
Quincy Amarikwa,Chicago Fire,5' 9'',180,USA,Active,175.26,81.6466266
Jalil Anibaba,Sporting Kansas City,6',185,USA,Active,#VALUE!,83.91458845
Bernardo Añor,Sporting Kansas City,5' 8'',158,Venezuela,Active,172.72,71.66759446
Manny Aparicio,Toronto FC,5' 6'',149,Argentina,Active,167.64,67.58526313
Armando,New York Red Bulls,6' 1'',175,Spain,Active,185.42,79.37866475
Davy Arnaud,D.C. United,5' 11'',160,USA,Active,180.34,72.5747792
Jairo Arrieta,Orlando City SC,5' 9'',150,Costa Rica,Active,175.26,68.0388555
Corey Ashe,Houston Dynamo,5' 5'',154,USA,Active,165.1,69.85322498
Dairon Asprilla,Portland Timbers,5' 11'',165,Colombia,Active,180.34,74.84274105
Jeff Attinella,Real Salt Lake,6' 2'',190,USA,Active,187.96,86.1825503
Micheal Azira,Seattle Sounders FC,5' 10'',160,Uganda,Active,177.8,72.5747792
Mehdi Ballouchy,New York City FC,5' 11'',169,Morocco,Active,180.34,76.65711053
Brandon Barklage,San Jose Earthquakes,5' 11'',165,USA,Active,180.34,74.84274105
Darrius Barnes,New England Revolution,6' 1'',175,USA,Active,185.42,79.37866475
Giles Barnes,Houston Dynamo,5' 11'',181,England,Active,180.34,82.10021897
Leandro Barrera,San Jose Earthquakes,5' 8'',171,Argentina,Active,172.72,77.56429527
Chad Barrett,Seattle Sounders FC,5' 11'',185,USA,Active,180.34,83.91458845
Chad Barson,Columbus Crew SC,5' 10'',170,USA,Active,177.8,77.1107029
DaMarcus Beasley,Houston Dynamo,5' 8'',145,USA,Active,172.72,65.77089365
Kyle Beckerman,Real Salt Lake,5' 11'',165,USA,Active,180.34,74.84274105
Adam Bedell,Columbus Crew SC,6' 6'',204,USA,Active,198.12,92.53284348
Steven Beitashour,Vancouver Whitecaps FC,5' 10'',170,USA,Active,177.8,77.1107029
Kyle Bekker,Toronto FC,5' 9'',165,Canada,Active,175.26,74.84274105
Louis Béland-Goyette,Montreal Impact,5' 8'',140,Canada,Active,172.72,63.5029318
Tony Beltran,Real Salt Lake,5' 8'',150,USA,Active,172.72,68.0388555
Joe Bendik,Toronto FC,6' 2'',217,USA,Active,187.96,98.42954429
Víctor Bernárdez,San Jose Earthquakes,6' 2'',190,Honduras,Active,187.96,86.1825503
John Berner,Colorado Rapids,6' 3'',205,USA,Active,190.5,92.98643585
Patrice Bernier,Montreal Impact,5' 9'',170,Canada,Active,175.26,77.1107029
Austin Berry,Philadelphia Union,6' 2'',188,USA,Active,187.96,85.27536556
Matt Besler,Sporting Kansas City,6',170,USA,Active,#VALUE!,77.1107029
Nick Besler,,6' 1'',165,USA,Active,185.42,74.84274105
Claudio Bieler,Sporting Kansas City,5' 11'',171,Argentina,Active,180.34,77.56429527
Steve Birnbaum,D.C. United,6' 2'',180,USA,Active,187.96,81.6466266
Andre Blake,Philadelphia Union,6' 4'',175,Jamaica,Active,193.04,79.37866475
Mark Bloom,Toronto FC,5' 11'',162,USA,Active,180.34,73.48196394
Nat Borchers,Portland Timbers,6' 2'',175,USA,Active,187.96,79.37866475
Bobby Boswell,D.C. United,6' 2'',185,USA,Active,187.96,83.91458845
Rubén Bover,New York Red Bulls,5' 7'',144,Spain,Active,170.18,65.31730128
